playlist_url,year,track_id,track_name,track_popularity,album,artist_id,artist_name,artist_genres,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",87,"Good Luck, Babe!",7GlBOeep6PqTfFi59PTUUN,Chappell Roan,"['indie pop', 'springfield mo indie']",76,0.698,0.577,11,-5.858,0,0.0356,0.0495,0,0.0934,0.799,116.719,218424,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,51eSHglvG1RJXtL3qI5trr,Slow It Down,85,Fireworks & Rollerblades,22wbnEMDvgVIAGdFeek6ET,Benson Boone,['singer-songwriter pop'],84,0.432,0.583,8,-4.682,1,0.0687,0.174,0,0.0933,0.544,181.489,161831,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,6Qb7YsAqH4wWFUMbGsCpap,Training Season,92,Training Season,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,"['dance pop', 'pop', 'uk pop']",86,0.815,0.582,5,-4.5,0,0.0532,0.0365,1.45e-06,0.138,0.671,123.03,209488,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,6XjDF6nds4DE2BBbagZol6,Gata Only,98,Gata Only,7CvTknweLr9feJtRGrpDBy,FloyyMenor,['reggaeton chileno'],78,0.791,0.499,8,-8.472,0,0.0509,0.446,2.41e-05,0.0899,0.669,99.986,222000,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,4KULAymBBJcPRpk1yO4dOG,I Remember Everything (feat. Kacey Musgraves),92,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,Zach Bryan,['classic oklahoma country'],86,0.429,0.453,0,-7.746,1,0.0459,0.554,2e-06,0.102,0.155,77.639,227196,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,0ve0CavjqrUqVmZ605RhTV,Jump,79,Jump,3SozjO3Lat463tQICI9LcE,Tyla,[],78,0.79,0.716,10,-3.446,0,0.0929,0.0297,1.87e-05,0.213,0.627,100.104,147071,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,57wp7VFnV8X0pSVnYArGeJ,Whatever She Wants,90,Whatever She Wants,2EMAnMvWE2eb56ToJVfCWs,Bryson Tiller,"['kentucky hip hop', 'r&b', 'rap']",81,0.82,0.487,9,-7.358,0,0.0959,0.102,0,0.0803,0.431,96.028,161342,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,4iZ4pt7kvcaH6Yo8UoZ4s2,Snooze,90,SOS,7tYKF4w9nC0nq9CsPZTHyP,SZA,"['pop', 'r&b', 'rap']",88,0.559,0.551,5,-7.231,1,0.132,0.141,0,0.11,0.392,143.008,201800,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,0LMwmV37RCmBO2so0szAFs,Whatever,90,Whatever,23fqKkggKUBHNkbKtXEls4,Kygo,"['edm', 'pop', 'pop dance', 'tropical house']",77,0.576,0.776,3,-5.678,1,0.066,0.114,0,0.333,0.596,107.943,178273,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,1aKvZDoLGkNMxoRYgkckZG,Magnetic,94,SUPER REAL ME,36cgvBn0aadzOijnjjwqMN,ILLIT,[],74,0.797,0.668,6,-5.819,1,0.0687,0.257,0,0.0876,0.69,131.067,160688,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,331l3xABO0HMr1Kkyh2LZq,I Don't Wanna Wait,85,I Don't Wanna Wait,1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",86,0.681,0.714,1,-4.617,0,0.0309,0.0375,0,0.232,0.554,129.976,149668,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,3k79jB4aGmMDUQzEwa46Rz,vampire,23,vampire,1McMsnEElThX1knmY4oliG,Olivia Rodrigo,['pop'],87,0.511,0.532,5,-5.745,1,0.056,0.169,0,0.311,0.322,137.827,219724,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,34Yl756FwYuZldE9xnshj5,if u think i'm pretty,81,if u think i'm pretty,0PCCGZ0wGLizHt2KZ7hhA2,Artemas,[],81,0.542,0.578,10,-6.094,0,0.0501,0.533,0.00756,0.556,0.399,143.646,113604,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,6wf7Yu7cxBSPrRlWeSeK0Q,"What Was I Made For? [From The Motion Picture ""Barbie""]",92,"What Was I Made For? [From The Motion Picture ""Barbie""]",6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,"['art pop', 'pop']",86,0.444,0.0911,0,-17.665,1,0.0307,0.959,1.05e-06,0.098,0.142,78.403,222370,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,3QJsSWa0Xo8MfaRn1gr4Be,favorite,85,favorite,5arKwJZEvT5uKq4o0JfqR4,Isabel LaRosa,"['dark r&b', 'hyperpop', 'sped up']",75,0.726,0.652,10,-5.328,0,0.0779,0.00323,0.003,0.0905,0.625,97.032,133608,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,2tudvzsrR56uom6smgOcSf,Like That,96,WE DON'T TRUST YOU,1RyvyyTE3xzB2ZywiAwp0i,Future,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",92,0.814,0.676,11,-4.67,0,0.231,0.00709,1.28e-05,0.119,0.312,162.012,267707,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),93,UTOPIA,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,"['hip hop', 'rap', 'slap house']",91,0.569,0.882,3,-2.777,0,0.06,0.0316,0,0.142,0.201,148.038,191701,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,4o120XeV8els1S5bu7mzBX,Eyes Closed,83,Eyes Closed,53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,"['modern rock', 'pop', 'rock']",85,0.622,0.684,10,-7.199,0,0.114,0.0323,0.0014,0.0732,0.512,173.913,200010,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,2H2ytI7ompfNmRkI2sq8Uk,I LUV IT (feat. Playboi Carti),86,I LUV IT (feat. Playboi Carti),4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,"['dance pop', 'pop']",78,0.587,0.779,5,-5.764,1,0.0467,0.0149,0.000394,0.227,0.228,151.01,174886,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,2KslE17cAJNHTsI2MI0jb2,Standing Next to You,92,GOLDEN,6HaGTQPmzraVmaVxvz6EUc,Jung Kook,['k-pop'],84,0.711,0.809,2,-4.389,0,0.0955,0.0447,0,0.339,0.816,106.017,206020,4
https://open.spotify.com/playlist/37i9dQZF1DXcBWIGoYBM5M,2024.0,1UP7PXne1lIYZB5G5aiRGL,II MOST WANTED,87,COWBOY CARTER,6vWDO969PvNqNYHIOW5v0m,Beyoncé,"['pop', 'r&b']",89,0.533,0.355,8,-6.132,1,0.0289,0.497,0,0.174,0.256,137.986,208521,4
